"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2006","Statistical Area 2","191100","Omokoroa Rural","170"
"2006","Statistical Area 2","191200","Te Puna","180"
"2006","Statistical Area 2","191300","Minden","200"
"2006","Statistical Area 2","191400","Kaimai","180"
"2006","Statistical Area 2","191500","Kopurererua","170"
"2006","Statistical Area 2","191600","Kaitemako (Western Bay of Plenty District)","190"
"2006","Statistical Area 2","191700","Waiorohi","200"
"2006","Statistical Area 2","191800","Otawa","150"
"2006","Statistical Area 2","191900","Te Puke West","180"
"2006","Statistical Area 2","192000","Rangiuru","150"
"2006","Statistical Area 2","192100","Te Puke East","190"
"2006","Statistical Area 2","192200","Inlets Maketu","C"
"2006","Statistical Area 2","192300","Maketu","160"
"2006","Statistical Area 2","192400","Pukehina Beach","190"
"2006","Statistical Area 2","192500","Pongakawa","150"
"2006","Statistical Area 2","192600","Matua North","250"
"2006","Statistical Area 2","192700","Inlet Tauranga Harbour South","C"
"2006","Statistical Area 2","192800","Mount Maunganui North","260"
"2006","Statistical Area 2","192900","Matua South","240"
"2006","Statistical Area 2","193000","Bethlehem North","200"
"2006","Statistical Area 2","193100","Bellevue","230"
"2006","Statistical Area 2","193200","Otumoetai North","220"
"2006","Statistical Area 2","193300","Otumoetai South","240"
"2006","Statistical Area 2","193400","Brookfield West","240"
"2006","Statistical Area 2","193500","Bethlehem Central","310"
"2006","Statistical Area 2","193600","Brookfield East","220"
"2006","Statistical Area 2","193700","Mount Maunganui South","250"
"2006","Statistical Area 2","193800","Tauranga Central","220"
"2006","Statistical Area 2","193900","Mount Maunganui Central","180"
"2006","Statistical Area 2","194000","Judea","230"
"2006","Statistical Area 2","194100","Te Reti","250"
"2006","Statistical Area 2","194200","Bethlehem South","220"
"2006","Statistical Area 2","194300","Omanu Beach","230"
"2006","Statistical Area 2","194400","Tauranga Hospital","190"
"2006","Statistical Area 2","194500","Tauriko","280"
"2006","Statistical Area 2","194600","Gate Pa","220"
"2006","Statistical Area 2","194700","Greerton South","220"
"2006","Statistical Area 2","194800","Tauranga South","200"
"2006","Statistical Area 2","194900","Arataki North","250"
"2006","Statistical Area 2","195000","Matapihi","160"
"2006","Statistical Area 2","195100","Pyes Pa West","250"
"2006","Statistical Area 2","195200","Greerton North","220"
"2006","Statistical Area 2","195300","Yatton Park","200"
"2006","Statistical Area 2","195400","Pyes Pa North","270"
"2006","Statistical Area 2","195500","Arataki South","240"
"2006","Statistical Area 2","195600","Pyes Pa South","330"
"2006","Statistical Area 2","195700","Poike","220"
"2006","Statistical Area 2","195800","Te Maunga North","210"
"2006","Statistical Area 2","195900","Maungatapu","240"
"2006","Statistical Area 2","196000","Hairini","230"
"2006","Statistical Area 2","196100","Pyes Pa East","180"
"2006","Statistical Area 2","196200","Te Maunga South","280"
"2006","Statistical Area 2","196300","Kaitemako (Tauranga City)","220"
"2006","Statistical Area 2","196400","Ohauiti","280"
"2006","Statistical Area 2","196500","Baypark-Kairua","180"
"2006","Statistical Area 2","196600","Welcome Bay West","230"
"2006","Statistical Area 2","196700","Welcome Bay East","220"
"2006","Statistical Area 2","196800","Pacific View","300"
"2006","Statistical Area 2","196900","Welcome Bay South","270"
"2006","Statistical Area 2","197000","Palm Beach North","250"
"2006","Statistical Area 2","197100","Palm Beach South-Gravatt","300"
"2006","Statistical Area 2","197200","Papamoa Beach North","240"
"2006","Statistical Area 2","197300","Doncaster","240"
"2006","Statistical Area 2","197400","Papamoa Beach South","230"
"2006","Statistical Area 2","197500","Motiti","260"
"2006","Statistical Area 2","197600","Wairakei","300"
"2006","Statistical Area 2","197700","Tui Ridge","140"
"2006","Statistical Area 2","197800","Arahiwi","120"
"2006","Statistical Area 2","197900","Ngongotaha Valley","160"
"2006","Statistical Area 2","198000","Hamurana","200"
"2006","Statistical Area 2","198100","Ngongotaha East","180"
"2006","Statistical Area 2","198200","Ngongotaha West","180"
"2006","Statistical Area 2","198300","Inland water Lake Rotorua","C"
"2006","Statistical Area 2","198400","Ngongotaha South","170"
"2006","Statistical Area 2","198500","Selwyn Heights","190"
"2006","Statistical Area 2","198600","Pleasant Heights","180"
"2006","Statistical Area 2","198700","Rotoiti-Rotoehu","150"
"2006","Statistical Area 2","198800","Kawaha","180"
"2006","Statistical Area 2","198900","Fairy Springs","180"
"2006","Statistical Area 2","199000","Western Heights (Rotorua District)","180"
"2006","Statistical Area 2","199100","Pukehangi North","180"
"2006","Statistical Area 2","199200","Pukehangi South","210"
"2006","Statistical Area 2","199300","Mangakakahi Central","170"
"2006","Statistical Area 2","199400","Koutu","170"
"2006","Statistical Area 2","199500","Mangakakahi West","190"
"2006","Statistical Area 2","199600","Sunnybrook","200"
"2006","Statistical Area 2","199700","Fordlands","150"
"2006","Statistical Area 2","199800","Kuirau","150"
"2006","Statistical Area 2","199900","Utuhina","180"
"2006","Statistical Area 2","200000","Pomare","200"
"2006","Statistical Area 2","200100","Rotorua Central","180"
"2006","Statistical Area 2","200200","Hillcrest (Rotorua District)","180"
"2006","Statistical Area 2","200300","Victoria","150"
"2006","Statistical Area 2","200400","Waiohewa","160"
"2006","Statistical Area 2","200500","Glenholme North","160"
"2006","Statistical Area 2","200600","Springfield South","230"
"2006","Statistical Area 2","200700","Springfield North","220"
"2006","Statistical Area 2","200800","Glenholme South","200"
"2006","Statistical Area 2","200900","Owhata West","180"
"2006","Statistical Area 2","201000","Holdens Bay-Rotokawa","170"
"2006","Statistical Area 2","201100","Ngapuna","150"
"2006","Statistical Area 2","201200","Fenton Park","150"
"2006","Statistical Area 2","201300","Tihiotonga-Whakarewarewa","180"
"2006","Statistical Area 2","201400","Owhata East","190"
"2006","Statistical Area 2","201500","Lynmore","250"
"2006","Statistical Area 2","201600","Ngakuru","120"
"2006","Statistical Area 2","201700","Kaingaroa-Whakarewarewa","120"
"2006","Statistical Area 2","201800","Golden Springs","120"
"2006","Statistical Area 2","201900","Manawahe","130"
"2006","Statistical Area 2","202000","Matata-Otakiri","150"
"2006","Statistical Area 2","202100","Onepu Spring","140"
"2006","Statistical Area 2","202200","Edgecumbe","160"
"2006","Statistical Area 2","202300","Thornton-Awakeri","150"
"2006","Statistical Area 2","202400","Te Teko Lakes","130"
"2006","Statistical Area 2","202500","Coastlands","220"
"2006","Statistical Area 2","202600","Whakatane West","180"
"2006","Statistical Area 2","202700","Whakatane Central","180"
"2006","Statistical Area 2","202800","Trident","160"
"2006","Statistical Area 2","202900","Allandale","160"
"2006","Statistical Area 2","203000","Mokorua Bush","240"
"2006","Statistical Area 2","203100","Wainui","140"
"2006","Statistical Area 2","203200","Ohope","210"
"2006","Statistical Area 2","203300","Inlet Ohiwa Harbour West","C"
"2006","Statistical Area 2","203400","Galatea","100"
"2006","Statistical Area 2","203500","Waingarara-Waimana","100"
"2006","Statistical Area 2","203600","Murupara","100"
"2006","Statistical Area 2","203700","Monika Reserve","150"
"2006","Statistical Area 2","203800","Kawerau Industrial","90"
"2006","Statistical Area 2","203900","Tarawera Park","140"
"2006","Statistical Area 2","204000","Inlet Ohiwa Harbour East","C"
"2006","Statistical Area 2","204100","Waiotahi","140"
"2006","Statistical Area 2","204200","Cape Runaway","90"
"2006","Statistical Area 2","204300","Woodlands","160"
"2006","Statistical Area 2","204400","Opotiki","140"
"2006","Statistical Area 2","204500","Otara-Tirohanga","130"
"2006","Statistical Area 2","204600","Oponae","100"
"2006","Statistical Area 2","204700","East Cape","80"
"2006","Statistical Area 2","204800","Waipaoa","100"
"2006","Statistical Area 2","204900","Ruatoria-Raukumara","80"
"2006","Statistical Area 2","205000","Tokomaru","100"
"2006","Statistical Area 2","205100","Hangaroa","100"
"2006","Statistical Area 2","205200","Wharekaka","110"
"2006","Statistical Area 2","205300","Te Arai","140"
"2006","Statistical Area 2","205400","Hexton","150"
"2006","Statistical Area 2","205500","Lytton","250"
"2006","Statistical Area 2","205600","Makaraka-Awapuni","150"
"2006","Statistical Area 2","205700","Riverdale","160"
"2006","Statistical Area 2","205800","Te Hapara North","160"
"2006","Statistical Area 2","205900","Mangapapa North","150"
"2006","Statistical Area 2","206000","Elgin","120"
"2006","Statistical Area 2","206100","Te Hapara South","150"
"2006","Statistical Area 2","206200","Mangapapa East","160"
"2006","Statistical Area 2","206300","Mangapapa South","150"
"2006","Statistical Area 2","206400","Te Hapara East","160"
"2006","Statistical Area 2","206500","Centennial Crescent","140"
"2006","Statistical Area 2","206600","Whataupoko East","200"
"2006","Statistical Area 2","206700","Whataupoko West","180"
"2006","Statistical Area 2","206800","Gisborne Central","160"
"2006","Statistical Area 2","206900","Kaiti North","180"
"2006","Statistical Area 2","207000","Kaiti South","130"
"2006","Statistical Area 2","207100","Outer Kaiti","120"
"2006","Statistical Area 2","207200","Tamarau","150"
"2006","Statistical Area 2","207300","Wainui-Okitu","240"
"2006","Statistical Area 2","207400","Maungataniwha-Raupunga","70"
"2006","Statistical Area 2","207500","Inland water Lake Waikaremoana","C"
"2006","Statistical Area 2","207600","Frasertown-Ruakituri","80"
"2006","Statistical Area 2","207700","Whakaki","100"
"2006","Statistical Area 2","207800","Wairoa","110"
"2006","Statistical Area 2","207900","Mahia","100"
"2006","Statistical Area 2","208000","Puketitiri-Tutira","100"
"2006","Statistical Area 2","208100","Sherenden-Crownthorpe","100"
"2006","Statistical Area 2","208200","Maraekakaho","130"
"2006","Statistical Area 2","208300","Puketapu-Eskdale","160"
"2006","Statistical Area 2","208400","Omahu-Pakowhai","160"
"2006","Statistical Area 2","208500","Bridge Pa","150"
"2006","Statistical Area 2","208600","Twyford","200"
"2006","Statistical Area 2","208700","Poukawa","120"
"2006","Statistical Area 2","208800","Flaxmere West","180"
"2006","Statistical Area 2","208900","Omahu Strip","170"
"2006","Statistical Area 2","209000","Lochain Park","180"
"2006","Statistical Area 2","209100","Flaxmere Park","190"
"2006","Statistical Area 2","209200","Flaxmere South","120"
"2006","Statistical Area 2","209300","Irongate","160"
"2006","Statistical Area 2","209400","Frimley","180"
"2006","Statistical Area 2","209500","Camberley","120"
"2006","Statistical Area 2","209600","Clive","200"
"2006","Statistical Area 2","209700","St Leonards","170"
"2006","Statistical Area 2","209800","Mahora","160"
"2006","Statistical Area 2","209900","Raureka","170"
"2006","Statistical Area 2","210000","Cornwall Park","160"
"2006","Statistical Area 2","210100","Tomoana","160"
"2006","Statistical Area 2","210200","Longlands-Pukahu","160"
"2006","Statistical Area 2","210300","Raceway Park","180"
"2006","Statistical Area 2","210400","Karamu","170"
"2006","Statistical Area 2","210500","Hastings Central","160"
"2006","Statistical Area 2","210600","Tomoana Crossing","200"
"2006","Statistical Area 2","210700","Akina Park","160"
"2006","Statistical Area 2","210800","Queens Square","180"
"2006","Statistical Area 2","210900","Mayfair","160"
"2006","Statistical Area 2","211000","Parkhaven","180"
"2006","Statistical Area 2","211100","Parkvale","180"
"2006","Statistical Area 2","211200","Mangateretere","180"
"2006","Statistical Area 2","211300","Haumoana-Te Awanga","230"
"2006","Statistical Area 2","211400","Lucknow","190"
"2006","Statistical Area 2","211500","Karanema-St Hill","240"
"2006","Statistical Area 2","211600","Havelock North-Central","240"
"2006","Statistical Area 2","211700","Brookvale","300"
"2006","Statistical Area 2","211800","Iona","260"
"2006","Statistical Area 2","211900","Hereworth","270"
"2006","Statistical Area 2","212000","Te Mata Hills","240"
"2006","Statistical Area 2","212100","Havelock Hills","280"
"2006","Statistical Area 2","212200","Kahuranaki","150"
"2006","Statistical Area 2","212300","Bay View","180"
"2006","Statistical Area 2","212400","Poraiti Hills","120"
"2006","Statistical Area 2","212500","Poraiti Flat","C"
"2006","Statistical Area 2","212600","Westshore","200"
"2006","Statistical Area 2","212700","Inlet Napier City","C"
"2006","Statistical Area 2","212800","Onekawa West","170"
"2006","Statistical Area 2","212900","Ahuriri","190"
"2006","Statistical Area 2","213000","Taradale West","250"
"2006","Statistical Area 2","213100","Greenmeadows West","220"
"2006","Statistical Area 2","213200","Taradale South","220"
"2006","Statistical Area 2","213300","Bluff Hill","200"
"2006","Statistical Area 2","213400","Hospital Hill","200"
"2006","Statistical Area 2","213500","Tamatea West","180"
"2006","Statistical Area 2","213600","Tamatea North","200"
"2006","Statistical Area 2","213700","Taradale Central","200"
"2006","Statistical Area 2","213800","Tamatea East","180"
"2006","Statistical Area 2","213900","Marewa West","220"
"2006","Statistical Area 2","214000","Greenmeadows Central","200"
"2006","Statistical Area 2","214100","Onekawa Central","210"
"2006","Statistical Area 2","214200","Pirimai West","220"
"2006","Statistical Area 2","214300","Napier Central","190"
"2006","Statistical Area 2","214400","Greenmeadows South","200"
"2006","Statistical Area 2","214500","Nelson Park","160"
"2006","Statistical Area 2","214600","Bledisloe Park","210"
"2006","Statistical Area 2","214700","Pirimai East","220"
"2006","Statistical Area 2","214800","Onekawa East","100"
"2006","Statistical Area 2","214900","Tareha Reserve","210"
"2006","Statistical Area 2","215000","Marewa East","130"
"2006","Statistical Area 2","215100","Onekawa South","180"
"2006","Statistical Area 2","215200","McLean Park","210"
"2006","Statistical Area 2","215300","Maraenui","120"
"2006","Statistical Area 2","215400","Meeanee-Awatoto","200"
"2006","Statistical Area 2","215500","Mangaonuku","100"
"2006","Statistical Area 2","215600","Makaretu","130"
"2006","Statistical Area 2","215700","Waipawa","150"
"2006","Statistical Area 2","215800","Waipukurau West","150"
"2006","Statistical Area 2","215900","Mangarara","120"
"2006","Statistical Area 2","216000","Waipukurau East","160"
"2006","Statistical Area 2","216100","Taurekaitai","100"
"2006","Statistical Area 2","216200","Port Taranaki","C"
"2006","Statistical Area 2","216300","Spotswood","170"
"2006","Statistical Area 2","216400","Omata","170"
"2006","Statistical Area 2","216500","Oakura","240"
"2006","Statistical Area 2","216600","Moturoa","180"
"2006","Statistical Area 2","216700","Kaitake","120"
"2006","Statistical Area 2","216800","Blagdon-Lynmouth","180"
"2006","Statistical Area 2","216900","Kawaroa","190"
"2006","Statistical Area 2","217000","New Plymouth Central","190"
"2006","Statistical Area 2","217100","Marfell","120"
"2006","Statistical Area 2","217200","Whalers Gate","300"
"2006","Statistical Area 2","217300","Strandon","200"
"2006","Statistical Area 2","217400","Westown","180"
"2006","Statistical Area 2","217500","Bell Block West","200"
"2006","Statistical Area 2","217600","Bell Block East","210"
"2006","Statistical Area 2","217700","Waiwhakaiho-Bell Block South","160"
"2006","Statistical Area 2","217800","Lower Vogeltown","180"
"2006","Statistical Area 2","217900","Hurdon","200"
"2006","Statistical Area 2","218000","Frankleigh Park","160"
"2006","Statistical Area 2","218100","Merrilands","180"
"2006","Statistical Area 2","218200","Ferndale","220"
"2006","Statistical Area 2","218300","Welbourn","180"
"2006","Statistical Area 2","218400","Fitzroy-Glen Avon","180"
"2006","Statistical Area 2","218500","Waitara West","150"
"2006","Statistical Area 2","218600","Upper Vogeltown","180"
"2006","Statistical Area 2","218700","Highlands Park (New Plymouth District)","240"
"2006","Statistical Area 2","218800","Paraite","150"
"2006","Statistical Area 2","218900","Waitara East","140"
"2006","Statistical Area 2","219000","Lepperton-Brixton","150"
"2006","Statistical Area 2","219100","Mangorei","140"
"2006","Statistical Area 2","219200","Mount Messenger","100"
"2006","Statistical Area 2","219300","Mangaoraka","120"
"2006","Statistical Area 2","219400","Tikorangi","140"
"2006","Statistical Area 2","219500","Everett Park","120"
"2006","Statistical Area 2","219600","Inglewood","150"
"2006","Statistical Area 2","219700","Tarata","100"
"2006","Statistical Area 2","219800","Pembroke","100"
"2006","Statistical Area 2","219900","Douglas","70"
"2006","Statistical Area 2","220000","Toko","100"
"2006","Statistical Area 2","220100","Stratford North","140"
"2006","Statistical Area 2","220200","Whangamomona","50"
"2006","Statistical Area 2","220300","Stratford Central","120"
"2006","Statistical Area 2","220400","Stratford South","130"
"2006","Statistical Area 2","220500","Cape Egmont","80"
"2006","Statistical Area 2","220600","Taungatara","70"
"2006","Statistical Area 2","220700","Opunake","120"
"2006","Statistical Area 2","220800","Kaponga-Mangatoki","100"
"2006","Statistical Area 2","220900","Manaia-Kapuni","100"
"2006","Statistical Area 2","221000","Eltham","130"
"2006","Statistical Area 2","221100","Okaiawa","120"
"2006","Statistical Area 2","221200","Te Roti-Moeroa","90"
"2006","Statistical Area 2","221300","Egmont Showgrounds","180"
"2006","Statistical Area 2","221400","Normanby-Tawhiti","150"
"2006","Statistical Area 2","221500","Ohangai","120"
"2006","Statistical Area 2","221600","Turuturu","150"
"2006","Statistical Area 2","221700","King Edward Park","160"
"2006","Statistical Area 2","221800","Ramanui","160"
"2006","Statistical Area 2","221900","Hawera Central","150"
"2006","Statistical Area 2","222000","Mangawhio","80"
"2006","Statistical Area 2","222100","Manutahi-Waitotora","110"
"2006","Statistical Area 2","222200","Patea","90"
"2006","Statistical Area 2","222300","Otangiwai-Ohura","60"
"2006","Statistical Area 2","222400","Ngapuke","100"
"2006","Statistical Area 2","222500","Taumarunui North","120"
"2006","Statistical Area 2","222600","Taumarunui Central","110"
"2006","Statistical Area 2","222700","Taumarunui East","120"
"2006","Statistical Area 2","222800","National Park","100"
"2006","Statistical Area 2","222900","Tangiwai","100"
"2006","Statistical Area 2","223000","Raetihi","120"
"2006","Statistical Area 2","223100","Ohakune","120"
"2006","Statistical Area 2","223200","Waiouru","90"
"2006","Statistical Area 2","223300","Upper Whanganui","80"
"2006","Statistical Area 2","223400","Mowhanau","120"
"2006","Statistical Area 2","223500","Brunswick-Papaiti","130"
"2006","Statistical Area 2","223600","Castlecliff West","140"
"2006","Statistical Area 2","223700","Otamatea (Whanganui District)","200"
"2006","Statistical Area 2","223800","Castlecliff East","150"
"2006","Statistical Area 2","223900","Springvale North","C"
"2006","Statistical Area 2","224000","Lower Aramoho","120"
"2006","Statistical Area 2","224100","St Johns Hill East","200"
"2006","Statistical Area 2","224200","St Johns Hill West","170"
"2006","Statistical Area 2","224300","Titoki","140"
"2006","Statistical Area 2","224400","Springvale West","160"
"2006","Statistical Area 2","224500","Springvale East","160"
"2006","Statistical Area 2","224600","Upper Aramoho","140"
"2006","Statistical Area 2","224700","Balgownie","140"
"2006","Statistical Area 2","224800","Laird Park","130"
"2006","Statistical Area 2","224900","Wembley Park","130"
"2006","Statistical Area 2","225000","College Estate","150"
"2006","Statistical Area 2","225100","Whanganui East-Williams Domain","130"
"2006","Statistical Area 2","225200","Gonville West","100"
"2006","Statistical Area 2","225300","Gonville North","140"
"2006","Statistical Area 2","225400","Cornmarket","130"
"2006","Statistical Area 2","225500","Whanganui East-Riverlands","140"
"2006","Statistical Area 2","225600","Kaitoke-Fordell","120"
"2006","Statistical Area 2","225700","Whanganui Central","140"
"2006","Statistical Area 2","225800","Gonville South","150"
"2006","Statistical Area 2","225900","Bastia-Durie Hill","160"
"2006","Statistical Area 2","226000","Putiki","120"
"2006","Statistical Area 2","226100","Mokai Patea","80"
"2006","Statistical Area 2","226200","Ngamatea","C"
"2006","Statistical Area 2","226300","Turakina","100"
"2006","Statistical Area 2","226400","Otairi","100"
"2006","Statistical Area 2","226500","Taihape","110"
"2006","Statistical Area 2","226600","Marton Rural","100"
"2006","Statistical Area 2","226700","Marton North","120"
"2006","Statistical Area 2","226800","Parewanui","100"
"2006","Statistical Area 2","226900","Marton South","130"
"2006","Statistical Area 2","227000","Bulls","110"
"2006","Statistical Area 2","227100","Kiwitea","100"
"2006","Statistical Area 2","227200","Tokorangi","140"
"2006","Statistical Area 2","227300","Ohakea-Sanson","110"
"2006","Statistical Area 2","227400","Oroua Downs","130"
"2006","Statistical Area 2","227500","Awahuri","150"
"2006","Statistical Area 2","227600","Pohangina-Apiti","90"
"2006","Statistical Area 2","227700","Mount Taylor","C"
"2006","Statistical Area 2","227800","Taikorea","100"
"2006","Statistical Area 2","227900","Makino","180"
"2006","Statistical Area 2","228000","Sandon","170"
"2006","Statistical Area 2","228100","Kimbolton North","170"
"2006","Statistical Area 2","228200","Warwick","150"
"2006","Statistical Area 2","228300","Kimbolton West","150"
"2006","Statistical Area 2","228400","Feilding Central","150"
"2006","Statistical Area 2","228500","Kimbolton South","170"
"2006","Statistical Area 2","228600","Kauwhata","180"
"2006","Statistical Area 2","228700","Taonui","180"
"2006","Statistical Area 2","228800","Newbury","160"
"2006","Statistical Area 2","228900","Palmerston North Airport","180"
"2006","Statistical Area 2","229000","Milson North","210"
"2006","Statistical Area 2","229100","Cloverlea (Palmerston North City)","200"
"2006","Statistical Area 2","229200","Tremaine","180"
"2006","Statistical Area 2","229300","Milson South","200"
"2006","Statistical Area 2","229400","Whakarongo","150"
"2006","Statistical Area 2","229500","Westbrook","180"
"2006","Statistical Area 2","229600","Takaro North","190"
"2006","Statistical Area 2","229700","Pioneer West","180"
"2006","Statistical Area 2","229800","Palmerston North Hospital","180"
"2006","Statistical Area 2","229900","Highbury East","110"
"2006","Statistical Area 2","230000","Park West","190"
"2006","Statistical Area 2","230100","Takaro South","200"
"2006","Statistical Area 2","230200","Roslyn (Palmerston North City)","180"
"2006","Statistical Area 2","230300","Kelvin Grove West","200"
"2006","Statistical Area 2","230400","Kelvin Grove North","250"
"2006","Statistical Area 2","230500","Papaioea North","170"
"2006","Statistical Area 2","230600","Palmerston North Central","160"
"2006","Statistical Area 2","230700","Awapuni North","180"
"2006","Statistical Area 2","230800","Terrace End","150"
"2006","Statistical Area 2","230900","Maraetarata","210"
"2006","Statistical Area 2","231000","Papaioea South","170"
"2006","Statistical Area 2","231100","Royal Oak (Palmerston North City)","240"
"2006","Statistical Area 2","231200","West End","170"
"2006","Statistical Area 2","231300","Awapuni South","220"
"2006","Statistical Area 2","231400","Milverton","190"
"2006","Statistical Area 2","231500","Ruamahanga","200"
"2006","Statistical Area 2","231600","Esplanade","200"
"2006","Statistical Area 2","231700","Hokowhitu Central","210"
"2006","Statistical Area 2","231800","Hokowhitu East","220"
"2006","Statistical Area 2","231900","Turitea","160"
"2006","Statistical Area 2","232000","Ruahine","240"
"2006","Statistical Area 2","232100","Linton Camp","110"
"2006","Statistical Area 2","232200","Ashhurst","180"
"2006","Statistical Area 2","232300","Hokowhitu South","200"
"2006","Statistical Area 2","232400","Aokautere","260"
"2006","Statistical Area 2","232500","Pihauatua","130"
"2006","Statistical Area 2","232600","Aokautere Rural","190"
"2006","Statistical Area 2","232700","Poutoa","290"
"2006","Statistical Area 2","232800","Norsewood","100"
"2006","Statistical Area 2","232900","Papatawa","100"
"2006","Statistical Area 2","233000","Mangatainoka","100"
"2006","Statistical Area 2","233100","Woodville","120"
"2006","Statistical Area 2","233200","Dannevirke West","140"
"2006","Statistical Area 2","233300","Dannevirke East","140"
"2006","Statistical Area 2","233400","Waitahora","80"
"2006","Statistical Area 2","233500","Kaitawa","80"
"2006","Statistical Area 2","233600","Pahiatua","120"
"2006","Statistical Area 2","233700","Nireaha-Eketahuna","80"
"2006","Statistical Area 2","233800","Owhanga","50"
"2006","Statistical Area 2","233900","Mara","C"
"2006","Statistical Area 2","234000","Kere Kere","120"
"2006","Statistical Area 2","234100","Foxton Beach","150"
"2006","Statistical Area 2","234200","Foxton North","130"
"2006","Statistical Area 2","234300","Foxton South","120"
"2006","Statistical Area 2","234400","Waitarere","140"
"2006","Statistical Area 2","234500","Waikawa (Horowhenua District)","120"
"2006","Statistical Area 2","234600","Miranui","140"
"2006","Statistical Area 2","234700","Donnelly Park","160"
"2006","Statistical Area 2","234800","Ohau-Manakau","150"
"2006","Statistical Area 2","234900","Kawiu South","160"
"2006","Statistical Area 2","235000","Makomako","140"
"2006","Statistical Area 2","235100","Kawiu North","170"
"2006","Statistical Area 2","235200","Levin Central","130"
"2006","Statistical Area 2","235300","Tararua","140"
"2006","Statistical Area 2","235400","Shannon","120"
"2006","Statistical Area 2","235500","Queenwood (Horowhenua District)","150"
"2006","Statistical Area 2","235600","Playford Park","150"
"2006","Statistical Area 2","235700","Fairfield (Horowhenua District)","160"
"2006","Statistical Area 2","235800","Taitoko","150"
"2006","Statistical Area 2","235900","Waiopehu","170"
"2006","Statistical Area 2","236000","Makahika","130"
"2006","Statistical Area 2","236100","Kimberley","120"
"2006","Statistical Area 2","236200","Kapiti Island","C"
"2006","Statistical Area 2","236300","Otaki Beach","170"
"2006","Statistical Area 2","236400","Forest Lakes (Kapiti Coast District)","150"
"2006","Statistical Area 2","236500","Otaki","150"
"2006","Statistical Area 2","236600","Te Horo","160"
"2006","Statistical Area 2","236700","Waitohu","170"
"2006","Statistical Area 2","236800","Waikanae Beach","210"
"2006","Statistical Area 2","236900","Peka Peka","200"
"2006","Statistical Area 2","237000","Paraparaumu Beach North","220"
"2006","Statistical Area 2","237100","Paraparaumu Beach West","210"
"2006","Statistical Area 2","237200","Waikanae Park","200"
"2006","Statistical Area 2","237300","Paraparaumu Beach East","220"
"2006","Statistical Area 2","237400","Otaihanga","220"
"2006","Statistical Area 2","237500","Paraparaumu North","230"
"2006","Statistical Area 2","237600","Waikanae West","200"
"2006","Statistical Area 2","237700","Otaki Forks","150"
"2006","Statistical Area 2","237800","Paraparaumu Central","210"
"2006","Statistical Area 2","237900","Maungakotukutuku","200"
"2006","Statistical Area 2","238000","Raumati Beach West","220"
"2006","Statistical Area 2","238100","Waikanae East","220"
"2006","Statistical Area 2","238200","Tararua Forest Park","C"
"2006","Statistical Area 2","238300","Raumati Beach East","210"
"2006","Statistical Area 2","238400","Paraparaumu East","200"
"2006","Statistical Area 2","238500","Raumati South","220"
"2006","Statistical Area 2","238600","Paekakariki","200"
"2006","Statistical Area 2","238700","Mana Island","C"
"2006","Statistical Area 2","238800","Pukerua Bay","230"
"2006","Statistical Area 2","238900","Paekakariki Hill","200"
"2006","Statistical Area 2","239000","Plimmerton","250"
"2006","Statistical Area 2","239100","Titahi Bay North","180"
"2006","Statistical Area 2","239200","Titahi Bay South","160"
"2006","Statistical Area 2","239300","Elsdon-Takapuwahia","170"
"2006","Statistical Area 2","239400","Pauatahanui","220"
"2006","Statistical Area 2","239500","Onepoto","220"
"2006","Statistical Area 2","239600","Camborne","260"
"2006","Statistical Area 2","239700","Inlet Porirua Harbour","C"
"2006","Statistical Area 2","239800","Paremata","250"
"2006","Statistical Area 2","239900","Porirua Central","160"
"2006","Statistical Area 2","240000","Papakowhai","280"
"2006","Statistical Area 2","240100","Aotea","430"
"2006","Statistical Area 2","240200","Postgate","260"
"2006","Statistical Area 2","240300","Ascot Park","200"
"2006","Statistical Area 2","240400","Whitby","300"
"2006","Statistical Area 2","240500","Porirua East","150"
"2006","Statistical Area 2","240600","Endeavour","300"
"2006","Statistical Area 2","240700","Cannons Creek North","140"
"2006","Statistical Area 2","240800","Waitangirua","140"
"2006","Statistical Area 2","240900","Ranui Heights","200"
"2006","Statistical Area 2","241000","Cannons Creek East","90"
"2006","Statistical Area 2","241100","Cannons Creek South","140"
"2006","Statistical Area 2","241200","Akatarawa","200"
"2006","Statistical Area 2","241300","Riverstone Terraces","370"
"2006","Statistical Area 2","241400","Heretaunga","180"
"2006","Statistical Area 2","241500","Birchville-Brown Owl","210"
"2006","Statistical Area 2","241600","Poets Block","210"
"2006","Statistical Area 2","241700","Brentwood (Upper Hutt City)","160"
"2006","Statistical Area 2","241800","Silverstream (Upper Hutt City)","200"
"2006","Statistical Area 2","241900","Elderslea","140"
"2006","Statistical Area 2","242000","Trentham North","160"
"2006","Statistical Area 2","242100","Totara Park","230"
"2006","Statistical Area 2","242200","Trentham South","110"
"2006","Statistical Area 2","242300","Mangaroa","160"
"2006","Statistical Area 2","242400","Ebdentown","160"
"2006","Statistical Area 2","242500","Wallaceville","160"
"2006","Statistical Area 2","242600","Maoribank","170"
"2006","Statistical Area 2","242700","Te Marua","250"
"2006","Statistical Area 2","242800","Pinehaven","220"
"2006","Statistical Area 2","242900","Clouston Park","170"
"2006","Statistical Area 2","243000","Upper Hutt Central","160"
"2006","Statistical Area 2","243100","Belmont Park","210"
