"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2006","Statistical Area 2","139200","Orakei West","350"
"2006","Statistical Area 2","139300","Maungawhau","300"
"2006","Statistical Area 2","139400","Remuera West","340"
"2006","Statistical Area 2","139500","Blockhouse Bay East","240"
"2006","Statistical Area 2","139600","Lynfield North","300"
"2006","Statistical Area 2","139700","Mount Roskill North","260"
"2006","Statistical Area 2","139800","Mount Roskill White Swan","300"
"2006","Statistical Area 2","139900","Mount Eden South","300"
"2006","Statistical Area 2","140000","Remuera Waitaramoa","360"
"2006","Statistical Area 2","140100","Orakei East","160"
"2006","Statistical Area 2","140200","Epsom Central-North","320"
"2006","Statistical Area 2","140300","Mount St John","300"
"2006","Statistical Area 2","140400","Mount Roskill Central North","270"
"2006","Statistical Area 2","140500","Remuera North","360"
"2006","Statistical Area 2","140600","Three Kings West","150"
"2006","Statistical Area 2","140700","Mount Roskill Central South","120"
"2006","Statistical Area 2","140800","Epsom Central-South","330"
"2006","Statistical Area 2","140900","Lynfield South","290"
"2006","Statistical Area 2","141000","Remuera South","350"
"2006","Statistical Area 2","141100","Mission Bay","330"
"2006","Statistical Area 2","141200","Three Kings East","340"
"2006","Statistical Area 2","141300","Mount Roskill South","300"
"2006","Statistical Area 2","141400","Inlet Manukau Harbour","C"
"2006","Statistical Area 2","141500","Epsom East","300"
"2006","Statistical Area 2","141600","Remuera Waiata","400"
"2006","Statistical Area 2","141700","Epsom South","300"
"2006","Statistical Area 2","141800","Kohimarama","380"
"2006","Statistical Area 2","141900","Meadowbank West","260"
"2006","Statistical Area 2","142000","Hillsborough North (Auckland)","300"
"2006","Statistical Area 2","142100","Hillsborough West (Auckland)","300"
"2006","Statistical Area 2","142200","Greenlane North","330"
"2006","Statistical Area 2","142300","Waikowhai North","200"
"2006","Statistical Area 2","142400","Remuera East","400"
"2006","Statistical Area 2","142500","Waikowhai South","300"
"2006","Statistical Area 2","142600","Royal Oak West (Auckland)","300"
"2006","Statistical Area 2","142700","Saint Heliers West","360"
"2006","Statistical Area 2","142800","One Tree Hill","280"
"2006","Statistical Area 2","142900","Hillsborough East (Auckland)","300"
"2006","Statistical Area 2","143000","Saint Heliers North","380"
"2006","Statistical Area 2","143100","Remuera Abbotts Park","350"
"2006","Statistical Area 2","143200","Meadowbank East","260"
"2006","Statistical Area 2","143300","Ellerslie Central","280"
"2006","Statistical Area 2","143400","Royal Oak East (Auckland)","260"
"2006","Statistical Area 2","143500","Saint Heliers South","320"
"2006","Statistical Area 2","143600","Hillsborough South (Auckland)","320"
"2006","Statistical Area 2","143700","Saint Johns West","440"
"2006","Statistical Area 2","143800","Greenlane South","280"
"2006","Statistical Area 2","143900","Remuera Waiatarua","360"
"2006","Statistical Area 2","144000","Glendowie North","350"
"2006","Statistical Area 2","144100","Onehunga West","280"
"2006","Statistical Area 2","144200","Ellerslie West","310"
"2006","Statistical Area 2","144300","Onehunga North","250"
"2006","Statistical Area 2","144400","Ellerslie East","280"
"2006","Statistical Area 2","144500","Saint Johns East","260"
"2006","Statistical Area 2","144600","Oneroa West","260"
"2006","Statistical Area 2","144700","Glen Innes West","150"
"2006","Statistical Area 2","144800","Ellerslie South","300"
"2006","Statistical Area 2","144900","Stonefields West","C"
"2006","Statistical Area 2","145000","Onehunga Central","240"
"2006","Statistical Area 2","145100","Glendowie South","290"
"2006","Statistical Area 2","145200","Oranga","130"
"2006","Statistical Area 2","145300","Mount Wellington North West","260"
"2006","Statistical Area 2","145400","Panmure Glen Innes Industrial","260"
"2006","Statistical Area 2","145500","Onehunga-Te Papapa Industrial","310"
"2006","Statistical Area 2","145600","Te Papapa","240"
"2006","Statistical Area 2","145700","Stonefields East","C"
"2006","Statistical Area 2","145800","Glen Innes East-Wai O Taiki Bay","100"
"2006","Statistical Area 2","145900","Penrose","260"
"2006","Statistical Area 2","146000","Mount Wellington North East","260"
"2006","Statistical Area 2","146100","Mangere Bridge Ambury","280"
"2006","Statistical Area 2","146200","Mount Wellington Ferndale","250"
"2006","Statistical Area 2","146300","Point England","90"
"2006","Statistical Area 2","146400","Bucklands Beach North","350"
"2006","Statistical Area 2","146500","Mount Wellington East","250"
"2006","Statistical Area 2","146600","Mount Wellington West","290"
"2006","Statistical Area 2","146700","Panmure West","220"
"2006","Statistical Area 2","146800","Mangere Bridge","240"
"2006","Statistical Area 2","146900","Oneroa East-Palm Beach","270"
"2006","Statistical Area 2","147000","Tamaki","140"
"2006","Statistical Area 2","147100","Panmure East","250"
"2006","Statistical Area 2","147200","Mount Wellington Central","250"
"2006","Statistical Area 2","147300","Bays Waiheke Island","C"
"2006","Statistical Area 2","147400","Sylvia Park","230"
"2006","Statistical Area 2","147500","Mangere Mountain View","250"
"2006","Statistical Area 2","147600","Surfdale","250"
"2006","Statistical Area 2","147700","Mount Wellington Industrial","C"
"2006","Statistical Area 2","147800","Half Moon Bay West","340"
"2006","Statistical Area 2","147900","Auckland Airport","260"
"2006","Statistical Area 2","148000","Eastern Beach","320"
"2006","Statistical Area 2","148100","Sunnyhills West-Pakuranga North","300"
"2006","Statistical Area 2","148200","Favona North","200"
"2006","Statistical Area 2","148300","Bucklands Beach Central","300"
"2006","Statistical Area 2","148400","Farm Cove","320"
"2006","Statistical Area 2","148500","Mangere North","110"
"2006","Statistical Area 2","148600","Favona West","180"
"2006","Statistical Area 2","148700","Ostend","250"
"2006","Statistical Area 2","148800","Half Moon Bay North East","350"
"2006","Statistical Area 2","148900","Mangere West","140"
"2006","Statistical Area 2","149000","Pakuranga West","270"
"2006","Statistical Area 2","149100","Mount Wellington South West","250"
"2006","Statistical Area 2","149200","Sunnyhills East","300"
"2006","Statistical Area 2","149300","Half Moon Bay South East","320"
"2006","Statistical Area 2","149400","Favona East","240"
"2006","Statistical Area 2","149500","Mount Wellington South East","200"
"2006","Statistical Area 2","149600","Otahuhu Industrial","C"
"2006","Statistical Area 2","149700","Bucklands Beach South","330"
"2006","Statistical Area 2","149800","Pakuranga Central","290"
"2006","Statistical Area 2","149900","Awhitu","190"
"2006","Statistical Area 2","150000","Harania North","120"
"2006","Statistical Area 2","150100","Otahuhu Central","220"
"2006","Statistical Area 2","150200","Mangere Central","160"
"2006","Statistical Area 2","150300","Otahuhu North","190"
"2006","Statistical Area 2","150400","Howick West","310"
"2006","Statistical Area 2","150500","Pakuranga Heights North West","300"
"2006","Statistical Area 2","150600","Mellons Bay","290"
"2006","Statistical Area 2","150700","Pakuranga Heights East","320"
"2006","Statistical Area 2","150800","Sutton Park","200"
"2006","Statistical Area 2","150900","Otahuhu East","220"
"2006","Statistical Area 2","151000","Mangere South","220"
"2006","Statistical Area 2","151100","Onetangi","250"
"2006","Statistical Area 2","151200","Harania South","150"
"2006","Statistical Area 2","151300","Highland Park (Auckland)","310"
"2006","Statistical Area 2","151400","Otahuhu South West","200"
"2006","Statistical Area 2","151500","Pakuranga Heights South West","280"
"2006","Statistical Area 2","151600","Mangere Mascot","190"
"2006","Statistical Area 2","151700","Waiheke East","240"
"2006","Statistical Area 2","151800","Massey Road West","220"
"2006","Statistical Area 2","151900","Otahuhu South","200"
"2006","Statistical Area 2","152000","Howick Central","300"
"2006","Statistical Area 2","152100","Massey Road North","240"
"2006","Statistical Area 2","152200","Botany Downs West","350"
"2006","Statistical Area 2","152300","East Tamaki","300"
"2006","Statistical Area 2","152400","Howick East","300"
"2006","Statistical Area 2","152500","Burswood","350"
"2006","Statistical Area 2","152600","Massey Road South","230"
"2006","Statistical Area 2","152700","Middlemore","C"
"2006","Statistical Area 2","152800","Mangere South East","240"
"2006","Statistical Area 2","152900","Botany Downs East","350"
"2006","Statistical Area 2","153000","Grange","190"
"2006","Statistical Area 2","153100","Golflands","380"
"2006","Statistical Area 2","153200","Aorere North","200"
"2006","Statistical Area 2","153300","Mangere East","260"
"2006","Statistical Area 2","153400","Cockle Bay","300"
"2006","Statistical Area 2","153500","Otara West","110"
"2006","Statistical Area 2","153600","Aorere Central","280"
"2006","Statistical Area 2","153700","Northpark North","380"
"2006","Statistical Area 2","153800","Somerville","400"
"2006","Statistical Area 2","153900","Northpark South","400"
"2006","Statistical Area 2","154000","Papatoetoe North","250"
"2006","Statistical Area 2","154100","Dingwall","270"
"2006","Statistical Area 2","154200","Aorere South","260"
"2006","Statistical Area 2","154300","Shelly Park","310"
"2006","Statistical Area 2","154400","Otara Central","130"
"2006","Statistical Area 2","154500","Huntington Park","350"
"2006","Statistical Area 2","154600","Botany Central","C"
"2006","Statistical Area 2","154700","Botany North","400"
"2006","Statistical Area 2","154800","Papatoetoe West","240"
"2006","Statistical Area 2","154900","Papatoetoe Central","250"
"2006","Statistical Area 2","155000","Sunkist Bay","300"
"2006","Statistical Area 2","155100","Otara East","150"
"2006","Statistical Area 2","155200","Redcastle","350"
"2006","Statistical Area 2","155300","Botany East","400"
"2006","Statistical Area 2","155400","Botany South","380"
"2006","Statistical Area 2","155500","Manukau Central","250"
"2006","Statistical Area 2","155600","Papatoetoe East","250"
"2006","Statistical Area 2","155700","Otara South","130"
"2006","Statistical Area 2","155800","Ferguson","120"
"2006","Statistical Area 2","155900","Papatoetoe South West","240"
"2006","Statistical Area 2","156000","Botany Junction","280"
"2006","Statistical Area 2","156100","Dannemora North","420"
"2006","Statistical Area 2","156200","Papatoetoe South","240"
"2006","Statistical Area 2","156300","East Tamaki Heights","410"
"2006","Statistical Area 2","156400","Te Puru","330"
"2006","Statistical Area 2","156500","Puhinui North","250"
"2006","Statistical Area 2","156600","Dannemora South","460"
"2006","Statistical Area 2","156700","Puhinui South","260"
"2006","Statistical Area 2","156800","Rongomai West","130"
"2006","Statistical Area 2","156900","Baverstock","470"
"2006","Statistical Area 2","157000","Puhinui East","240"
"2006","Statistical Area 2","157100","Turanga","300"
"2006","Statistical Area 2","157200","Rongomai East","210"
"2006","Statistical Area 2","157300","Ormiston North","450"
"2006","Statistical Area 2","157400","Maraetai","300"
"2006","Statistical Area 2","157500","Chapel Downs","300"
"2006","Statistical Area 2","157600","Wiri West","190"
"2006","Statistical Area 2","157700","Clover Park North","250"
"2006","Statistical Area 2","157800","Mission Heights North","C"
"2006","Statistical Area 2","157900","Clover Park South","260"
"2006","Statistical Area 2","158000","Donegal Park","330"
"2006","Statistical Area 2","158100","Ormiston South","350"
"2006","Statistical Area 2","158200","Mission Heights South","370"
"2006","Statistical Area 2","158300","Hilltop (Auckland)","310"
"2006","Statistical Area 2","158400","Wiri East","100"
"2006","Statistical Area 2","158500","Goodwood Heights","300"
"2006","Statistical Area 2","158600","Ormiston East","300"
"2006","Statistical Area 2","158700","Clendon Park North","240"
"2006","Statistical Area 2","158800","Burbank","240"
"2006","Statistical Area 2","158900","Tuscany Heights","350"
"2006","Statistical Area 2","159000","Totara Heights","320"
"2006","Statistical Area 2","159100","Homai East","250"
"2006","Statistical Area 2","159200","Homai West","230"
"2006","Statistical Area 2","159300","The Gardens (Auckland)","360"
"2006","Statistical Area 2","159400","Clarks Beach","260"
"2006","Statistical Area 2","159500","Clendon Park West","240"
"2006","Statistical Area 2","159600","Hillpark North","270"
"2006","Statistical Area 2","159700","Clendon Park East","230"
"2006","Statistical Area 2","159800","Karaka Creek","240"
"2006","Statistical Area 2","159900","Rowandale West","250"
"2006","Statistical Area 2","160000","Rowandale East","260"
"2006","Statistical Area 2","160100","Manurewa Central","240"
"2006","Statistical Area 2","160200","Weymouth North","260"
"2006","Statistical Area 2","160300","Hillpark South","250"
"2006","Statistical Area 2","160400","Alfriston","370"
"2006","Statistical Area 2","160500","Weymouth East","250"
"2006","Statistical Area 2","160600","Leabank","240"
"2006","Statistical Area 2","160700","Weymouth South","250"
"2006","Statistical Area 2","160800","Manurewa East","240"
"2006","Statistical Area 2","160900","Manurewa South","240"
"2006","Statistical Area 2","161000","Randwick Park East","290"
"2006","Statistical Area 2","161100","Wattle Downs West","290"
"2006","Statistical Area 2","161200","Wattle Downs North","260"
"2006","Statistical Area 2","161300","Randwick Park West","240"
"2006","Statistical Area 2","161400","Kingseat-Karaka","250"
"2006","Statistical Area 2","161500","Wattle Downs East","360"
"2006","Statistical Area 2","161600","Takanini North","250"
"2006","Statistical Area 2","161700","Takanini Industrial","250"
"2006","Statistical Area 2","161800","Conifer Grove West","380"
"2006","Statistical Area 2","161900","Conifer Grove East","220"
"2006","Statistical Area 2","162000","Takanini West","240"
"2006","Statistical Area 2","162100","Takanini South","370"
"2006","Statistical Area 2","162200","Takanini Central","280"
"2006","Statistical Area 2","162300","Ardmore","240"
"2006","Statistical Area 2","162400","Glenbrook","210"
"2006","Statistical Area 2","162500","Hingaia","260"
"2006","Statistical Area 2","162600","Takanini South East","210"
"2006","Statistical Area 2","162700","Kawakawa Bay-Orere","200"
"2006","Statistical Area 2","162800","Papakura West","240"
"2006","Statistical Area 2","162900","Clevedon","270"
"2006","Statistical Area 2","163000","Papakura North","250"
"2006","Statistical Area 2","163100","Pahurehure","300"
"2006","Statistical Area 2","163200","Papakura Central","230"
"2006","Statistical Area 2","163300","Papakura North East","250"
"2006","Statistical Area 2","163400","Karaka Lakes","260"
"2006","Statistical Area 2","163500","Papakura Kelvin","250"
"2006","Statistical Area 2","163600","Papakura Massey Park","240"
"2006","Statistical Area 2","163700","Rosehill","250"
"2006","Statistical Area 2","163800","Patumahoe","220"
"2006","Statistical Area 2","163900","Papakura East","280"
"2006","Statistical Area 2","164000","Opaheke","260"
"2006","Statistical Area 2","164100","Papakura Industrial","200"
"2006","Statistical Area 2","164200","Red Hill","220"
"2006","Statistical Area 2","164300","Drury","250"
"2006","Statistical Area 2","164400","Tamakae","230"
"2006","Statistical Area 2","164500","Hamilton Estate","200"
"2006","Statistical Area 2","164600","Drury Rural","250"
"2006","Statistical Area 2","164700","Waiuku Central","220"
"2006","Statistical Area 2","164800","Waiuku East","240"
"2006","Statistical Area 2","164900","Kendallvale","180"
"2006","Statistical Area 2","165000","Puni","200"
"2006","Statistical Area 2","165100","Ramarama","220"
"2006","Statistical Area 2","165200","Hunua","240"
"2006","Statistical Area 2","165300","Pukekohe North West","230"
"2006","Statistical Area 2","165400","Anselmi Ridge","230"
"2006","Statistical Area 2","165500","Pukekohe West","230"
"2006","Statistical Area 2","165600","Cape Hill","330"
"2006","Statistical Area 2","165700","Rosa Birch Park","240"
"2006","Statistical Area 2","165800","Rooseville Park","250"
"2006","Statistical Area 2","165900","Cloverlea (Auckland)","270"
"2006","Statistical Area 2","166000","Pukekohe Central","210"
"2006","Statistical Area 2","166100","Pukekohe Hospital","250"
"2006","Statistical Area 2","166200","Buckland","250"
"2006","Statistical Area 2","166300","Bombay Hills","220"
"2006","Statistical Area 2","166400","Ararimu","260"
"2006","Statistical Area 2","166500","Colville","130"
"2006","Statistical Area 2","166600","Islands Thames-Coromandel District","C"
"2006","Statistical Area 2","166700","Coromandel","160"
"2006","Statistical Area 2","166800","Inlets Thames-Coromandel District","C"
"2006","Statistical Area 2","166900","Mercury Bay North","150"
"2006","Statistical Area 2","167000","Whitianga North","210"
"2006","Statistical Area 2","167100","Whitianga South","200"
"2006","Statistical Area 2","167200","Thames Coast","170"
"2006","Statistical Area 2","167300","Cooks Beach-Ferry Landing","150"
"2006","Statistical Area 2","167400","Mercury Bay South","160"
"2006","Statistical Area 2","167500","Kauaeranga","150"
"2006","Statistical Area 2","167600","Thames North","180"
"2006","Statistical Area 2","167700","Thames Central","150"
"2006","Statistical Area 2","167800","Thames South","170"
"2006","Statistical Area 2","167900","Hikuai","130"
"2006","Statistical Area 2","168000","Totora-Kopu","190"
"2006","Statistical Area 2","168100","Tairua","180"
"2006","Statistical Area 2","168200","Pauanui","180"
"2006","Statistical Area 2","168300","Matatoki-Puriri","150"
"2006","Statistical Area 2","168400","Whangamata Rural","160"
"2006","Statistical Area 2","168500","Whangamata","180"
"2006","Statistical Area 2","168600","Miranda-Pukorokoro","170"
"2006","Statistical Area 2","168700","Hauraki Plains North","140"
"2006","Statistical Area 2","168800","Hauraki Plains East","170"
"2006","Statistical Area 2","168900","Ngatea","170"
"2006","Statistical Area 2","169000","Hauraki Plains South","140"
"2006","Statistical Area 2","169100","Paeroa Rural","140"
"2006","Statistical Area 2","169200","Paeroa","150"
"2006","Statistical Area 2","169300","Waihi Rural","150"
"2006","Statistical Area 2","169400","Waihi North","150"
"2006","Statistical Area 2","169500","Waihi East","160"
"2006","Statistical Area 2","169600","Waihi South","160"
"2006","Statistical Area 2","169700","Aka Aka","200"
"2006","Statistical Area 2","169800","Mangatangi","180"
"2006","Statistical Area 2","169900","Tuakau Rural","180"
"2006","Statistical Area 2","170000","Tuakau North","220"
"2006","Statistical Area 2","170100","Onewhero","190"
"2006","Statistical Area 2","170200","Pokeno Rural","200"
"2006","Statistical Area 2","170300","Tuakau South","220"
"2006","Statistical Area 2","170400","Port Waikato-Waikaretu","150"
"2006","Statistical Area 2","170500","Pokeno","250"
"2006","Statistical Area 2","170600","Pukekawa","170"
"2006","Statistical Area 2","170700","Maramarua","180"
"2006","Statistical Area 2","170800","Rangiriri","150"
"2006","Statistical Area 2","170900","Te Akau","100"
"2006","Statistical Area 2","171000","Inlets Waikato District","C"
"2006","Statistical Area 2","171100","Te Kauwhata","170"
"2006","Statistical Area 2","171200","Huntly Rural","120"
"2006","Statistical Area 2","171300","Waerenga","120"
"2006","Statistical Area 2","171400","Huntly West","130"
"2006","Statistical Area 2","171500","Huntly East","150"
"2006","Statistical Area 2","171600","Raglan","200"
"2006","Statistical Area 2","171700","Whitikahu","120"
"2006","Statistical Area 2","171800","Te Uku","180"
"2006","Statistical Area 2","171900","Taupiri-Lake Kainui","140"
"2006","Statistical Area 2","172000","Ngaruawahia North","160"
"2006","Statistical Area 2","172100","Ngaruawahia Central","160"
"2006","Statistical Area 2","172200","Ngaruawahia South","170"
"2006","Statistical Area 2","172300","Kainui-Gordonton","150"
"2006","Statistical Area 2","172400","Te Kowhai","180"
"2006","Statistical Area 2","172500","Whatawhata West","160"
"2006","Statistical Area 2","172600","Horotiu","200"
"2006","Statistical Area 2","172700","Horsham Downs","180"
"2006","Statistical Area 2","172800","Whatawhata East","200"
"2006","Statistical Area 2","172900","Rotokauri","220"
"2006","Statistical Area 2","173000","Hamilton Park","220"
"2006","Statistical Area 2","173100","Eureka-Tauwhare","180"
"2006","Statistical Area 2","173200","Tamahere North","210"
"2006","Statistical Area 2","173300","Pukemoremore","170"
"2006","Statistical Area 2","173400","Tamahere South","220"
"2006","Statistical Area 2","173500","Tahuna-Mangateparu","120"
"2006","Statistical Area 2","173600","Mangaiti","120"
"2006","Statistical Area 2","173700","Tatuanui","120"
"2006","Statistical Area 2","173800","Tahuroa","140"
"2006","Statistical Area 2","173900","Morrinsville East","170"
"2006","Statistical Area 2","174000","Morrinsville West","180"
"2006","Statistical Area 2","174100","Te Aroha East","150"
"2006","Statistical Area 2","174200","Te Aroha West","160"
"2006","Statistical Area 2","174300","Waihou-Manawaru","130"
"2006","Statistical Area 2","174400","Waitoa-Ngarua","120"
"2006","Statistical Area 2","174500","Richmond Downs-Wardville","140"
"2006","Statistical Area 2","174600","Waharoa-Peria","140"
"2006","Statistical Area 2","174700","Okauia","110"
"2006","Statistical Area 2","174800","Hinuera","120"
"2006","Statistical Area 2","174900","Matamata North","180"
"2006","Statistical Area 2","175000","Matamata South","180"
"2006","Statistical Area 2","175100","Te Poi","120"
"2006","Statistical Area 2","175200","Te Rapa North","200"
"2006","Statistical Area 2","175300","Flagstaff North","360"
"2006","Statistical Area 2","175400","Rotokauri-Waiwhakareke","160"
"2006","Statistical Area 2","175500","Flagstaff South","C"
"2006","Statistical Area 2","175600","Rototuna North","160"
"2006","Statistical Area 2","175700","Pukete West","250"
"2006","Statistical Area 2","175800","Flagstaff East","320"
"2006","Statistical Area 2","175900","Rototuna Central","350"
"2006","Statistical Area 2","176000","Pukete East","260"
"2006","Statistical Area 2","176100","Te Manatu","210"
"2006","Statistical Area 2","176200","Rototuna South","360"
"2006","Statistical Area 2","176300","Te Rapa South","230"
"2006","Statistical Area 2","176400","Saint Andrews West","230"
"2006","Statistical Area 2","176500","Saint Andrews East","250"
"2006","Statistical Area 2","176600","Queenwood (Hamilton City)","300"
"2006","Statistical Area 2","176700","St James","380"
"2006","Statistical Area 2","176800","Crawshaw","220"
"2006","Statistical Area 2","176900","Huntington","380"
"2006","Statistical Area 2","177000","Western Heights (Hamilton City)","360"
"2006","Statistical Area 2","177100","Nawton West","250"
"2006","Statistical Area 2","177200","Nawton East","220"
"2006","Statistical Area 2","177300","Chartwell","180"
"2006","Statistical Area 2","177400","Forest Lake (Hamilton City)","230"
"2006","Statistical Area 2","177500","Chedworth","270"
"2006","Statistical Area 2","177600","Beerescourt","260"
"2006","Statistical Area 2","177700","Miropiko","250"
"2006","Statistical Area 2","177800","Porritt","180"
"2006","Statistical Area 2","177900","Dinsdale North","230"
"2006","Statistical Area 2","178000","Maeroa","200"
"2006","Statistical Area 2","178100","Dinsdale South","240"
"2006","Statistical Area 2","178200","Fairfield (Hamilton City)","210"
"2006","Statistical Area 2","178300","Whitiora","180"
"2006","Statistical Area 2","178400","Enderley North","150"
"2006","Statistical Area 2","178500","Fairview Downs","240"
"2006","Statistical Area 2","178600","Temple View","190"
"2006","Statistical Area 2","178700","Swarbrick","220"
"2006","Statistical Area 2","178800","Kahikatea","220"
"2006","Statistical Area 2","178900","Frankton Junction","180"
"2006","Statistical Area 2","179000","Kirikiriroa","170"
"2006","Statistical Area 2","179100","Enderley South","180"
"2006","Statistical Area 2","179200","Ruakura","260"
"2006","Statistical Area 2","179300","Claudelands","160"
"2006","Statistical Area 2","179400","Hamilton Central","260"
"2006","Statistical Area 2","179500","Hamilton Lake","200"
"2006","Statistical Area 2","179600","Peachgrove","250"
"2006","Statistical Area 2","179700","Hamilton East Village","170"
"2006","Statistical Area 2","179800","Hamilton West","190"
"2006","Statistical Area 2","179900","Greensboro","180"
"2006","Statistical Area 2","180000","Hamilton East Cook","240"
"2006","Statistical Area 2","180100","Melville North","230"
"2006","Statistical Area 2","180200","Hamilton East","220"
"2006","Statistical Area 2","180300","Melville South","220"
"2006","Statistical Area 2","180400","Deanwell","230"
"2006","Statistical Area 2","180500","Bader","200"
"2006","Statistical Area 2","180600","Hillcrest West (Hamilton City)","270"
"2006","Statistical Area 2","180700","Hillcrest East (Hamilton City)","250"
"2006","Statistical Area 2","180800","Silverdale (Hamilton City)","220"
"2006","Statistical Area 2","180900","Glenview","240"
"2006","Statistical Area 2","181000","Resthill","230"
"2006","Statistical Area 2","181100","Fitzroy","240"
"2006","Statistical Area 2","181200","Riverlea","250"
"2006","Statistical Area 2","181300","Peacockes","200"
"2006","Statistical Area 2","181400","Te Pahu","160"
"2006","Statistical Area 2","181500","Ngahinapouri","160"
"2006","Statistical Area 2","181600","Lake Cameron","170"
"2006","Statistical Area 2","181700","Lake Ngaroto","130"
"2006","Statistical Area 2","181800","Kaipaki","170"
"2006","Statistical Area 2","181900","Pirongia","200"
"2006","Statistical Area 2","182000","Hautapu Rural","180"
"2006","Statistical Area 2","182100","Pokuru","140"
"2006","Statistical Area 2","182200","Te Rahu","130"
"2006","Statistical Area 2","182300","Fencourt","150"
"2006","Statistical Area 2","182400","Hautapu","140"
"2006","Statistical Area 2","182500","Karapiro","150"
"2006","Statistical Area 2","182600","Cambridge North","300"
"2006","Statistical Area 2","182700","Cambridge West","200"
"2006","Statistical Area 2","182800","Cambridge East","200"
"2006","Statistical Area 2","182900","Cambridge Park-River Garden","140"
"2006","Statistical Area 2","183000","Oaklands-St Kilda","350"
"2006","Statistical Area 2","183100","Pukerimu","130"
"2006","Statistical Area 2","183200","Cambridge Central","180"
"2006","Statistical Area 2","183300","Te Awamutu North","180"
"2006","Statistical Area 2","183400","Te Awamutu West","200"
"2006","Statistical Area 2","183500","Leamington West","200"
"2006","Statistical Area 2","183600","Goodfellow Park","170"
"2006","Statistical Area 2","183700","Leamington South","200"
"2006","Statistical Area 2","183800","Leamington Central","220"
"2006","Statistical Area 2","183900","Leamington East","240"
"2006","Statistical Area 2","184000","Te Awamutu Stadium","200"
"2006","Statistical Area 2","184100","Te Awamutu Central","180"
"2006","Statistical Area 2","184200","Pekerau","180"
"2006","Statistical Area 2","184300","Fraser Street","170"
"2006","Statistical Area 2","184400","Sherwin Park","180"
"2006","Statistical Area 2","184500","St Leger","200"
"2006","Statistical Area 2","184600","Rotoorangi","120"
"2006","Statistical Area 2","184700","Tokanui","120"
"2006","Statistical Area 2","184800","Kihikihi Central","170"
"2006","Statistical Area 2","184900","Maungatautari","100"
"2006","Statistical Area 2","185000","Rotongata","100"
"2006","Statistical Area 2","185100","Inlets Otorohanga District","C"
"2006","Statistical Area 2","185200","Pirongia Forest","100"
"2006","Statistical Area 2","185300","Honikiwi","100"
"2006","Statistical Area 2","185400","Te Kawa","110"
"2006","Statistical Area 2","185500","Otorohanga","140"
"2006","Statistical Area 2","185600","Maihiihi","100"
"2006","Statistical Area 2","185700","Puniu","100"
"2006","Statistical Area 2","185800","Tirau","130"
"2006","Statistical Area 2","185900","Putararu Rural","100"
"2006","Statistical Area 2","186000","Putararu","140"
"2006","Statistical Area 2","186100","Kinleith","100"
"2006","Statistical Area 2","186200","Paraonui","110"
"2006","Statistical Area 2","186300","Parkdale","130"
"2006","Statistical Area 2","186400","Matarawa","120"
"2006","Statistical Area 2","186500","Stanley Park","120"
"2006","Statistical Area 2","186600","Strathmore (South Waikato District)","130"
"2006","Statistical Area 2","186700","Tokoroa Central","110"
"2006","Statistical Area 2","186800","Moananui","150"
"2006","Statistical Area 2","186900","Inlet Waitomo District","C"
"2006","Statistical Area 2","187000","Herangi","50"
"2006","Statistical Area 2","187100","Hangatiki","120"
"2006","Statistical Area 2","187200","Aria","100"
"2006","Statistical Area 2","187300","Te Kuiti West","140"
"2006","Statistical Area 2","187400","Te Kuiti East","140"
"2006","Statistical Area 2","187500","Waipa Valley","80"
"2006","Statistical Area 2","187600","Tiroa","60"
"2006","Statistical Area 2","187700","Marotiri","100"
"2006","Statistical Area 2","187800","Ohakuri","130"
"2006","Statistical Area 2","187900","Lake Taupo Bays","100"
"2006","Statistical Area 2","188000","Mapara","200"
"2006","Statistical Area 2","188100","Inland water Lake Taupo","C"
"2006","Statistical Area 2","188200","Wairakei-Broadlands","160"
"2006","Statistical Area 2","188300","Acacia Bay","230"
"2006","Statistical Area 2","188400","Brentwood (Taupo District)","260"
"2006","Statistical Area 2","188500","Nukuhau-Rangatira Park","220"
"2006","Statistical Area 2","188600","Taupo Central West","180"
"2006","Statistical Area 2","188700","Tauhara","200"
"2006","Statistical Area 2","188800","Taupo Central East","190"
"2006","Statistical Area 2","188900","Mountview","210"
"2006","Statistical Area 2","189000","Bird Area","230"
"2006","Statistical Area 2","189100","Hilltop (Taupo District)","230"
"2006","Statistical Area 2","189200","Waipahihi","240"
"2006","Statistical Area 2","189300","Richmond Heights","230"
"2006","Statistical Area 2","189400","Wharewaka","100"
"2006","Statistical Area 2","189500","Kaimanawa","C"
"2006","Statistical Area 2","189600","Waitahanui","180"
"2006","Statistical Area 2","189700","Turangi","140"
"2006","Statistical Area 2","189800","Rangataiki","80"
"2006","Statistical Area 2","189900","Taharua","50"
"2006","Statistical Area 2","190000","Te More","C"
"2006","Statistical Area 2","190100","Waiau","150"
"2006","Statistical Area 2","190200","Waihi Beach-Bowentown","180"
"2006","Statistical Area 2","190300","Tahawai","170"
"2006","Statistical Area 2","190400","Athenree","200"
"2006","Statistical Area 2","190500","Aongatete","180"
"2006","Statistical Area 2","190600","Katikati","190"
"2006","Statistical Area 2","190700","Inlet Tauranga Harbour North","C"
"2006","Statistical Area 2","190800","Matakana Island","70"
"2006","Statistical Area 2","190900","Pahoia","190"
"2006","Statistical Area 2","191000","Omokoroa","240"
