"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2018","Statistical Area 2","191400","Kaimai","320"
"2018","Statistical Area 2","191500","Kopurererua","340"
"2018","Statistical Area 2","191600","Kaitemako (Western Bay of Plenty District)","330"
"2018","Statistical Area 2","191700","Waiorohi","290"
"2018","Statistical Area 2","191800","Otawa","270"
"2018","Statistical Area 2","191900","Te Puke West","300"
"2018","Statistical Area 2","192000","Rangiuru","250"
"2018","Statistical Area 2","192100","Te Puke East","300"
"2018","Statistical Area 2","192200","Inlets Maketu","C"
"2018","Statistical Area 2","192300","Maketu","280"
"2018","Statistical Area 2","192400","Pukehina Beach","290"
"2018","Statistical Area 2","192500","Pongakawa","280"
"2018","Statistical Area 2","192600","Matua North","420"
"2018","Statistical Area 2","192700","Inlet Tauranga Harbour South","C"
"2018","Statistical Area 2","192800","Mount Maunganui North","430"
"2018","Statistical Area 2","192900","Matua South","390"
"2018","Statistical Area 2","193000","Bethlehem North","330"
"2018","Statistical Area 2","193100","Bellevue","390"
"2018","Statistical Area 2","193200","Otumoetai North","380"
"2018","Statistical Area 2","193300","Otumoetai South","400"
"2018","Statistical Area 2","193400","Brookfield West","400"
"2018","Statistical Area 2","193500","Bethlehem Central","480"
"2018","Statistical Area 2","193600","Brookfield East","380"
"2018","Statistical Area 2","193700","Mount Maunganui South","440"
"2018","Statistical Area 2","193800","Tauranga Central","370"
"2018","Statistical Area 2","193900","Mount Maunganui Central","350"
"2018","Statistical Area 2","194000","Judea","340"
"2018","Statistical Area 2","194100","Te Reti","380"
"2018","Statistical Area 2","194200","Bethlehem South","430"
"2018","Statistical Area 2","194300","Omanu Beach","390"
"2018","Statistical Area 2","194400","Tauranga Hospital","320"
"2018","Statistical Area 2","194500","Tauriko","400"
"2018","Statistical Area 2","194600","Gate Pa","360"
"2018","Statistical Area 2","194700","Greerton South","350"
"2018","Statistical Area 2","194800","Tauranga South","340"
"2018","Statistical Area 2","194900","Arataki North","410"
"2018","Statistical Area 2","195000","Matapihi","300"
"2018","Statistical Area 2","195100","Pyes Pa West","520"
"2018","Statistical Area 2","195200","Greerton North","360"
"2018","Statistical Area 2","195300","Yatton Park","320"
"2018","Statistical Area 2","195400","Pyes Pa North","450"
"2018","Statistical Area 2","195500","Arataki South","390"
"2018","Statistical Area 2","195600","Pyes Pa South","500"
"2018","Statistical Area 2","195700","Poike","350"
"2018","Statistical Area 2","195800","Te Maunga North","340"
"2018","Statistical Area 2","195900","Maungatapu","380"
"2018","Statistical Area 2","196000","Hairini","370"
"2018","Statistical Area 2","196100","Pyes Pa East","290"
"2018","Statistical Area 2","196200","Te Maunga South","470"
"2018","Statistical Area 2","196300","Kaitemako (Tauranga City)","380"
"2018","Statistical Area 2","196400","Ohauiti","430"
"2018","Statistical Area 2","196500","Baypark-Kairua","250"
"2018","Statistical Area 2","196600","Welcome Bay West","390"
"2018","Statistical Area 2","196700","Welcome Bay East","370"
"2018","Statistical Area 2","196800","Pacific View","480"
"2018","Statistical Area 2","196900","Welcome Bay South","470"
"2018","Statistical Area 2","197000","Palm Beach North","420"
"2018","Statistical Area 2","197100","Palm Beach South-Gravatt","450"
"2018","Statistical Area 2","197200","Papamoa Beach North","400"
"2018","Statistical Area 2","197300","Doncaster","480"
"2018","Statistical Area 2","197400","Papamoa Beach South","400"
"2018","Statistical Area 2","197500","Motiti","470"
"2018","Statistical Area 2","197600","Wairakei","530"
"2018","Statistical Area 2","197700","Tui Ridge","250"
"2018","Statistical Area 2","197800","Arahiwi","150"
"2018","Statistical Area 2","197900","Ngongotaha Valley","250"
"2018","Statistical Area 2","198000","Hamurana","290"
"2018","Statistical Area 2","198100","Ngongotaha East","280"
"2018","Statistical Area 2","198200","Ngongotaha West","280"
"2018","Statistical Area 2","198300","Inland water Lake Rotorua","C"
"2018","Statistical Area 2","198400","Ngongotaha South","260"
"2018","Statistical Area 2","198500","Selwyn Heights","280"
"2018","Statistical Area 2","198600","Pleasant Heights","290"
"2018","Statistical Area 2","198700","Rotoiti-Rotoehu","210"
"2018","Statistical Area 2","198800","Kawaha","330"
"2018","Statistical Area 2","198900","Fairy Springs","280"
"2018","Statistical Area 2","199000","Western Heights (Rotorua District)","280"
"2018","Statistical Area 2","199100","Pukehangi North","280"
"2018","Statistical Area 2","199200","Pukehangi South","320"
"2018","Statistical Area 2","199300","Mangakakahi Central","260"
"2018","Statistical Area 2","199400","Koutu","260"
"2018","Statistical Area 2","199500","Mangakakahi West","300"
"2018","Statistical Area 2","199600","Sunnybrook","320"
"2018","Statistical Area 2","199700","Fordlands","220"
"2018","Statistical Area 2","199800","Kuirau","230"
"2018","Statistical Area 2","199900","Utuhina","300"
"2018","Statistical Area 2","200000","Pomare","310"
"2018","Statistical Area 2","200100","Rotorua Central","280"
"2018","Statistical Area 2","200200","Hillcrest (Rotorua District)","300"
"2018","Statistical Area 2","200300","Victoria","240"
"2018","Statistical Area 2","200400","Waiohewa","260"
"2018","Statistical Area 2","200500","Glenholme North","240"
"2018","Statistical Area 2","200600","Springfield South","370"
"2018","Statistical Area 2","200700","Springfield North","320"
"2018","Statistical Area 2","200800","Glenholme South","330"
"2018","Statistical Area 2","200900","Owhata West","280"
"2018","Statistical Area 2","201000","Holdens Bay-Rotokawa","260"
"2018","Statistical Area 2","201100","Ngapuna","250"
"2018","Statistical Area 2","201200","Fenton Park","230"
"2018","Statistical Area 2","201300","Tihiotonga-Whakarewarewa","260"
"2018","Statistical Area 2","201400","Owhata East","300"
"2018","Statistical Area 2","201500","Lynmore","390"
"2018","Statistical Area 2","201600","Ngakuru","200"
"2018","Statistical Area 2","201700","Kaingaroa-Whakarewarewa","150"
"2018","Statistical Area 2","201800","Golden Springs","180"
"2018","Statistical Area 2","201900","Manawahe","230"
"2018","Statistical Area 2","202000","Matata-Otakiri","250"
"2018","Statistical Area 2","202100","Onepu Spring","220"
"2018","Statistical Area 2","202200","Edgecumbe","240"
"2018","Statistical Area 2","202300","Thornton-Awakeri","250"
"2018","Statistical Area 2","202400","Te Teko Lakes","200"
"2018","Statistical Area 2","202500","Coastlands","300"
"2018","Statistical Area 2","202600","Whakatane West","250"
"2018","Statistical Area 2","202700","Whakatane Central","300"
"2018","Statistical Area 2","202800","Trident","240"
"2018","Statistical Area 2","202900","Allandale","250"
"2018","Statistical Area 2","203000","Mokorua Bush","360"
"2018","Statistical Area 2","203100","Wainui","200"
"2018","Statistical Area 2","203200","Ohope","330"
"2018","Statistical Area 2","203300","Inlet Ohiwa Harbour West","C"
"2018","Statistical Area 2","203400","Galatea","130"
"2018","Statistical Area 2","203500","Waingarara-Waimana","150"
"2018","Statistical Area 2","203600","Murupara","150"
"2018","Statistical Area 2","203700","Monika Reserve","200"
"2018","Statistical Area 2","203800","Kawerau Industrial","110"
"2018","Statistical Area 2","203900","Tarawera Park","200"
"2018","Statistical Area 2","204000","Inlet Ohiwa Harbour East","C"
"2018","Statistical Area 2","204100","Waiotahi","220"
"2018","Statistical Area 2","204200","Cape Runaway","140"
"2018","Statistical Area 2","204300","Woodlands","260"
"2018","Statistical Area 2","204400","Opotiki","200"
"2018","Statistical Area 2","204500","Otara-Tirohanga","200"
"2018","Statistical Area 2","204600","Oponae","120"
"2018","Statistical Area 2","204700","East Cape","120"
"2018","Statistical Area 2","204800","Waipaoa","150"
"2018","Statistical Area 2","204900","Ruatoria-Raukumara","120"
"2018","Statistical Area 2","205000","Tokomaru","150"
"2018","Statistical Area 2","205100","Hangaroa","150"
"2018","Statistical Area 2","205200","Wharekaka","160"
"2018","Statistical Area 2","205300","Te Arai","220"
"2018","Statistical Area 2","205400","Hexton","250"
"2018","Statistical Area 2","205500","Lytton","200"
"2018","Statistical Area 2","205600","Makaraka-Awapuni","250"
"2018","Statistical Area 2","205700","Riverdale","300"
"2018","Statistical Area 2","205800","Te Hapara North","260"
"2018","Statistical Area 2","205900","Mangapapa North","270"
"2018","Statistical Area 2","206000","Elgin","180"
"2018","Statistical Area 2","206100","Te Hapara South","230"
"2018","Statistical Area 2","206200","Mangapapa East","270"
"2018","Statistical Area 2","206300","Mangapapa South","230"
"2018","Statistical Area 2","206400","Te Hapara East","240"
"2018","Statistical Area 2","206500","Centennial Crescent","230"
"2018","Statistical Area 2","206600","Whataupoko East","320"
"2018","Statistical Area 2","206700","Whataupoko West","290"
"2018","Statistical Area 2","206800","Gisborne Central","250"
"2018","Statistical Area 2","206900","Kaiti North","280"
"2018","Statistical Area 2","207000","Kaiti South","200"
"2018","Statistical Area 2","207100","Outer Kaiti","180"
"2018","Statistical Area 2","207200","Tamarau","250"
"2018","Statistical Area 2","207300","Wainui-Okitu","350"
"2018","Statistical Area 2","207400","Maungataniwha-Raupunga","100"
"2018","Statistical Area 2","207500","Inland water Lake Waikaremoana","C"
"2018","Statistical Area 2","207600","Frasertown-Ruakituri","150"
"2018","Statistical Area 2","207700","Whakaki","150"
"2018","Statistical Area 2","207800","Wairoa","180"
"2018","Statistical Area 2","207900","Mahia","150"
"2018","Statistical Area 2","208000","Puketitiri-Tutira","150"
"2018","Statistical Area 2","208100","Sherenden-Crownthorpe","240"
"2018","Statistical Area 2","208200","Maraekakaho","200"
"2018","Statistical Area 2","208300","Puketapu-Eskdale","300"
"2018","Statistical Area 2","208400","Omahu-Pakowhai","280"
"2018","Statistical Area 2","208500","Bridge Pa","280"
"2018","Statistical Area 2","208600","Twyford","300"
"2018","Statistical Area 2","208700","Poukawa","250"
"2018","Statistical Area 2","208800","Flaxmere West","280"
"2018","Statistical Area 2","208900","Omahu Strip","300"
"2018","Statistical Area 2","209000","Lochain Park","280"
"2018","Statistical Area 2","209100","Flaxmere Park","290"
"2018","Statistical Area 2","209200","Flaxmere South","200"
"2018","Statistical Area 2","209300","Irongate","330"
"2018","Statistical Area 2","209400","Frimley","320"
"2018","Statistical Area 2","209500","Camberley","130"
"2018","Statistical Area 2","209600","Clive","300"
"2018","Statistical Area 2","209700","St Leonards","270"
"2018","Statistical Area 2","209800","Mahora","270"
"2018","Statistical Area 2","209900","Raureka","260"
"2018","Statistical Area 2","210000","Cornwall Park","260"
"2018","Statistical Area 2","210100","Tomoana","300"
"2018","Statistical Area 2","210200","Longlands-Pukahu","300"
"2018","Statistical Area 2","210300","Raceway Park","260"
"2018","Statistical Area 2","210400","Karamu","300"
"2018","Statistical Area 2","210500","Hastings Central","260"
"2018","Statistical Area 2","210600","Tomoana Crossing","300"
"2018","Statistical Area 2","210700","Akina Park","250"
"2018","Statistical Area 2","210800","Queens Square","280"
"2018","Statistical Area 2","210900","Mayfair","260"
"2018","Statistical Area 2","211000","Parkhaven","280"
"2018","Statistical Area 2","211100","Parkvale","280"
"2018","Statistical Area 2","211200","Mangateretere","320"
"2018","Statistical Area 2","211300","Haumoana-Te Awanga","300"
"2018","Statistical Area 2","211400","Lucknow","320"
"2018","Statistical Area 2","211500","Karanema-St Hill","340"
"2018","Statistical Area 2","211600","Havelock North-Central","330"
"2018","Statistical Area 2","211700","Brookvale","400"
"2018","Statistical Area 2","211800","Iona","380"
"2018","Statistical Area 2","211900","Hereworth","390"
"2018","Statistical Area 2","212000","Te Mata Hills","450"
"2018","Statistical Area 2","212100","Havelock Hills","380"
"2018","Statistical Area 2","212200","Kahuranaki","200"
"2018","Statistical Area 2","212300","Bay View","300"
"2018","Statistical Area 2","212400","Poraiti Hills","250"
"2018","Statistical Area 2","212500","Poraiti Flat","520"
"2018","Statistical Area 2","212600","Westshore","300"
"2018","Statistical Area 2","212700","Inlet Napier City","C"
"2018","Statistical Area 2","212800","Onekawa West","330"
"2018","Statistical Area 2","212900","Ahuriri","380"
"2018","Statistical Area 2","213000","Taradale West","380"
"2018","Statistical Area 2","213100","Greenmeadows West","340"
"2018","Statistical Area 2","213200","Taradale South","300"
"2018","Statistical Area 2","213300","Bluff Hill","300"
"2018","Statistical Area 2","213400","Hospital Hill","320"
"2018","Statistical Area 2","213500","Tamatea West","250"
"2018","Statistical Area 2","213600","Tamatea North","290"
"2018","Statistical Area 2","213700","Taradale Central","300"
"2018","Statistical Area 2","213800","Tamatea East","250"
"2018","Statistical Area 2","213900","Marewa West","300"
"2018","Statistical Area 2","214000","Greenmeadows Central","300"
"2018","Statistical Area 2","214100","Onekawa Central","340"
"2018","Statistical Area 2","214200","Pirimai West","300"
"2018","Statistical Area 2","214300","Napier Central","280"
"2018","Statistical Area 2","214400","Greenmeadows South","260"
"2018","Statistical Area 2","214500","Nelson Park","220"
"2018","Statistical Area 2","214600","Bledisloe Park","320"
"2018","Statistical Area 2","214700","Pirimai East","310"
"2018","Statistical Area 2","214800","Onekawa East","120"
"2018","Statistical Area 2","214900","Tareha Reserve","320"
"2018","Statistical Area 2","215000","Marewa East","140"
"2018","Statistical Area 2","215100","Onekawa South","250"
"2018","Statistical Area 2","215200","McLean Park","300"
"2018","Statistical Area 2","215300","Maraenui","220"
"2018","Statistical Area 2","215400","Meeanee-Awatoto","350"
"2018","Statistical Area 2","215500","Mangaonuku","120"
"2018","Statistical Area 2","215600","Makaretu","150"
"2018","Statistical Area 2","215700","Waipawa","190"
"2018","Statistical Area 2","215800","Waipukurau West","200"
"2018","Statistical Area 2","215900","Mangarara","180"
"2018","Statistical Area 2","216000","Waipukurau East","230"
"2018","Statistical Area 2","216100","Taurekaitai","150"
"2018","Statistical Area 2","216200","Port Taranaki","C"
"2018","Statistical Area 2","216300","Spotswood","300"
"2018","Statistical Area 2","216400","Omata","300"
"2018","Statistical Area 2","216500","Oakura","390"
"2018","Statistical Area 2","216600","Moturoa","330"
"2018","Statistical Area 2","216700","Kaitake","260"
"2018","Statistical Area 2","216800","Blagdon-Lynmouth","300"
"2018","Statistical Area 2","216900","Kawaroa","290"
"2018","Statistical Area 2","217000","New Plymouth Central","300"
"2018","Statistical Area 2","217100","Marfell","170"
"2018","Statistical Area 2","217200","Whalers Gate","400"
"2018","Statistical Area 2","217300","Strandon","330"
"2018","Statistical Area 2","217400","Westown","280"
"2018","Statistical Area 2","217500","Bell Block West","320"
"2018","Statistical Area 2","217600","Bell Block East","350"
"2018","Statistical Area 2","217700","Waiwhakaiho-Bell Block South","320"
"2018","Statistical Area 2","217800","Lower Vogeltown","300"
"2018","Statistical Area 2","217900","Hurdon","350"
"2018","Statistical Area 2","218000","Frankleigh Park","300"
"2018","Statistical Area 2","218100","Merrilands","300"
"2018","Statistical Area 2","218200","Ferndale","360"
"2018","Statistical Area 2","218300","Welbourn","310"
"2018","Statistical Area 2","218400","Fitzroy-Glen Avon","310"
"2018","Statistical Area 2","218500","Waitara West","260"
"2018","Statistical Area 2","218600","Upper Vogeltown","280"
"2018","Statistical Area 2","218700","Highlands Park (New Plymouth District)","390"
"2018","Statistical Area 2","218800","Paraite","300"
"2018","Statistical Area 2","218900","Waitara East","250"
"2018","Statistical Area 2","219000","Lepperton-Brixton","270"
"2018","Statistical Area 2","219100","Mangorei","260"
"2018","Statistical Area 2","219200","Mount Messenger","200"
"2018","Statistical Area 2","219300","Mangaoraka","290"
"2018","Statistical Area 2","219400","Tikorangi","250"
"2018","Statistical Area 2","219500","Everett Park","200"
"2018","Statistical Area 2","219600","Inglewood","270"
"2018","Statistical Area 2","219700","Tarata","200"
"2018","Statistical Area 2","219800","Pembroke","180"
"2018","Statistical Area 2","219900","Douglas","150"
"2018","Statistical Area 2","220000","Toko","180"
"2018","Statistical Area 2","220100","Stratford North","220"
"2018","Statistical Area 2","220200","Whangamomona","180"
"2018","Statistical Area 2","220300","Stratford Central","240"
"2018","Statistical Area 2","220400","Stratford South","220"
"2018","Statistical Area 2","220500","Cape Egmont","150"
"2018","Statistical Area 2","220600","Taungatara","120"
"2018","Statistical Area 2","220700","Opunake","200"
"2018","Statistical Area 2","220800","Kaponga-Mangatoki","170"
"2018","Statistical Area 2","220900","Manaia-Kapuni","180"
"2018","Statistical Area 2","221000","Eltham","220"
"2018","Statistical Area 2","221100","Okaiawa","200"
"2018","Statistical Area 2","221200","Te Roti-Moeroa","200"
"2018","Statistical Area 2","221300","Egmont Showgrounds","280"
"2018","Statistical Area 2","221400","Normanby-Tawhiti","240"
"2018","Statistical Area 2","221500","Ohangai","150"
"2018","Statistical Area 2","221600","Turuturu","240"
"2018","Statistical Area 2","221700","King Edward Park","260"
"2018","Statistical Area 2","221800","Ramanui","240"
"2018","Statistical Area 2","221900","Hawera Central","220"
"2018","Statistical Area 2","222000","Mangawhio","140"
"2018","Statistical Area 2","222100","Manutahi-Waitotora","150"
"2018","Statistical Area 2","222200","Patea","150"
"2018","Statistical Area 2","222300","Otangiwai-Ohura","100"
"2018","Statistical Area 2","222400","Ngapuke","150"
"2018","Statistical Area 2","222500","Taumarunui North","190"
"2018","Statistical Area 2","222600","Taumarunui Central","170"
"2018","Statistical Area 2","222700","Taumarunui East","180"
"2018","Statistical Area 2","222800","National Park","160"
"2018","Statistical Area 2","222900","Tangiwai","150"
"2018","Statistical Area 2","223000","Raetihi","180"
"2018","Statistical Area 2","223100","Ohakune","200"
"2018","Statistical Area 2","223200","Waiouru","100"
"2018","Statistical Area 2","223300","Upper Whanganui","100"
"2018","Statistical Area 2","223400","Mowhanau","200"
"2018","Statistical Area 2","223500","Brunswick-Papaiti","210"
"2018","Statistical Area 2","223600","Castlecliff West","200"
"2018","Statistical Area 2","223700","Otamatea (Whanganui District)","220"
"2018","Statistical Area 2","223800","Castlecliff East","210"
"2018","Statistical Area 2","223900","Springvale North","220"
"2018","Statistical Area 2","224000","Lower Aramoho","180"
"2018","Statistical Area 2","224100","St Johns Hill East","280"
"2018","Statistical Area 2","224200","St Johns Hill West","250"
"2018","Statistical Area 2","224300","Titoki","190"
"2018","Statistical Area 2","224400","Springvale West","250"
"2018","Statistical Area 2","224500","Springvale East","250"
"2018","Statistical Area 2","224600","Upper Aramoho","200"
"2018","Statistical Area 2","224700","Balgownie","190"
"2018","Statistical Area 2","224800","Laird Park","200"
"2018","Statistical Area 2","224900","Wembley Park","180"
"2018","Statistical Area 2","225000","College Estate","220"
"2018","Statistical Area 2","225100","Whanganui East-Williams Domain","200"
"2018","Statistical Area 2","225200","Gonville West","130"
"2018","Statistical Area 2","225300","Gonville North","200"
"2018","Statistical Area 2","225400","Cornmarket","180"
"2018","Statistical Area 2","225500","Whanganui East-Riverlands","200"
"2018","Statistical Area 2","225600","Kaitoke-Fordell","200"
"2018","Statistical Area 2","225700","Whanganui Central","200"
"2018","Statistical Area 2","225800","Gonville South","220"
"2018","Statistical Area 2","225900","Bastia-Durie Hill","230"
"2018","Statistical Area 2","226000","Putiki","180"
"2018","Statistical Area 2","226100","Mokai Patea","100"
"2018","Statistical Area 2","226200","Ngamatea","C"
"2018","Statistical Area 2","226300","Turakina","150"
"2018","Statistical Area 2","226400","Otairi","150"
"2018","Statistical Area 2","226500","Taihape","180"
"2018","Statistical Area 2","226600","Marton Rural","200"
"2018","Statistical Area 2","226700","Marton North","180"
"2018","Statistical Area 2","226800","Parewanui","150"
"2018","Statistical Area 2","226900","Marton South","200"
"2018","Statistical Area 2","227000","Bulls","200"
"2018","Statistical Area 2","227100","Kiwitea","150"
"2018","Statistical Area 2","227200","Tokorangi","200"
"2018","Statistical Area 2","227300","Ohakea-Sanson","170"
"2018","Statistical Area 2","227400","Oroua Downs","180"
"2018","Statistical Area 2","227500","Awahuri","240"
"2018","Statistical Area 2","227600","Pohangina-Apiti","150"
"2018","Statistical Area 2","227700","Mount Taylor","400"
"2018","Statistical Area 2","227800","Taikorea","200"
"2018","Statistical Area 2","227900","Makino","300"
"2018","Statistical Area 2","228000","Sandon","290"
"2018","Statistical Area 2","228100","Kimbolton North","280"
"2018","Statistical Area 2","228200","Warwick","240"
"2018","Statistical Area 2","228300","Kimbolton West","220"
"2018","Statistical Area 2","228400","Feilding Central","230"
"2018","Statistical Area 2","228500","Kimbolton South","270"
"2018","Statistical Area 2","228600","Kauwhata","250"
"2018","Statistical Area 2","228700","Taonui","240"
"2018","Statistical Area 2","228800","Newbury","260"
"2018","Statistical Area 2","228900","Palmerston North Airport","320"
"2018","Statistical Area 2","229000","Milson North","300"
"2018","Statistical Area 2","229100","Cloverlea (Palmerston North City)","300"
"2018","Statistical Area 2","229200","Tremaine","220"
"2018","Statistical Area 2","229300","Milson South","300"
"2018","Statistical Area 2","229400","Whakarongo","270"
"2018","Statistical Area 2","229500","Westbrook","220"
"2018","Statistical Area 2","229600","Takaro North","280"
"2018","Statistical Area 2","229700","Pioneer West","240"
"2018","Statistical Area 2","229800","Palmerston North Hospital","280"
"2018","Statistical Area 2","229900","Highbury East","180"
"2018","Statistical Area 2","230000","Park West","250"
"2018","Statistical Area 2","230100","Takaro South","280"
"2018","Statistical Area 2","230200","Roslyn (Palmerston North City)","260"
"2018","Statistical Area 2","230300","Kelvin Grove West","320"
"2018","Statistical Area 2","230400","Kelvin Grove North","400"
"2018","Statistical Area 2","230500","Papaioea North","250"
"2018","Statistical Area 2","230600","Palmerston North Central","220"
"2018","Statistical Area 2","230700","Awapuni North","280"
"2018","Statistical Area 2","230800","Terrace End","210"
"2018","Statistical Area 2","230900","Maraetarata","330"
"2018","Statistical Area 2","231000","Papaioea South","240"
"2018","Statistical Area 2","231100","Royal Oak (Palmerston North City)","420"
"2018","Statistical Area 2","231200","West End","250"
"2018","Statistical Area 2","231300","Awapuni South","320"
"2018","Statistical Area 2","231400","Milverton","280"
"2018","Statistical Area 2","231500","Ruamahanga","300"
"2018","Statistical Area 2","231600","Esplanade","280"
"2018","Statistical Area 2","231700","Hokowhitu Central","300"
"2018","Statistical Area 2","231800","Hokowhitu East","340"
"2018","Statistical Area 2","231900","Turitea","250"
"2018","Statistical Area 2","232000","Ruahine","330"
"2018","Statistical Area 2","232100","Linton Camp","180"
"2018","Statistical Area 2","232200","Ashhurst","290"
"2018","Statistical Area 2","232300","Hokowhitu South","300"
"2018","Statistical Area 2","232400","Aokautere","360"
"2018","Statistical Area 2","232500","Pihauatua","200"
"2018","Statistical Area 2","232600","Aokautere Rural","250"
"2018","Statistical Area 2","232700","Poutoa","410"
"2018","Statistical Area 2","232800","Norsewood","150"
"2018","Statistical Area 2","232900","Papatawa","150"
"2018","Statistical Area 2","233000","Mangatainoka","150"
"2018","Statistical Area 2","233100","Woodville","180"
"2018","Statistical Area 2","233200","Dannevirke West","200"
"2018","Statistical Area 2","233300","Dannevirke East","200"
"2018","Statistical Area 2","233400","Waitahora","150"
"2018","Statistical Area 2","233500","Kaitawa","130"
"2018","Statistical Area 2","233600","Pahiatua","190"
"2018","Statistical Area 2","233700","Nireaha-Eketahuna","160"
"2018","Statistical Area 2","233800","Owhanga","100"
"2018","Statistical Area 2","233900","Mara","C"
"2018","Statistical Area 2","234000","Kere Kere","150"
"2018","Statistical Area 2","234100","Foxton Beach","220"
"2018","Statistical Area 2","234200","Foxton North","210"
"2018","Statistical Area 2","234300","Foxton South","190"
"2018","Statistical Area 2","234400","Waitarere","220"
"2018","Statistical Area 2","234500","Waikawa (Horowhenua District)","200"
"2018","Statistical Area 2","234600","Miranui","200"
"2018","Statistical Area 2","234700","Donnelly Park","240"
"2018","Statistical Area 2","234800","Ohau-Manakau","250"
"2018","Statistical Area 2","234900","Kawiu South","250"
"2018","Statistical Area 2","235000","Makomako","230"
"2018","Statistical Area 2","235100","Kawiu North","300"
"2018","Statistical Area 2","235200","Levin Central","180"
"2018","Statistical Area 2","235300","Tararua","230"
"2018","Statistical Area 2","235400","Shannon","200"
"2018","Statistical Area 2","235500","Queenwood (Horowhenua District)","220"
"2018","Statistical Area 2","235600","Playford Park","240"
"2018","Statistical Area 2","235700","Fairfield (Horowhenua District)","250"
"2018","Statistical Area 2","235800","Taitoko","230"
"2018","Statistical Area 2","235900","Waiopehu","260"
"2018","Statistical Area 2","236000","Makahika","230"
"2018","Statistical Area 2","236100","Kimberley","280"
"2018","Statistical Area 2","236200","Kapiti Island","C"
"2018","Statistical Area 2","236300","Otaki Beach","290"
"2018","Statistical Area 2","236400","Forest Lakes (Kapiti Coast District)","230"
"2018","Statistical Area 2","236500","Otaki","250"
"2018","Statistical Area 2","236600","Te Horo","270"
"2018","Statistical Area 2","236700","Waitohu","300"
"2018","Statistical Area 2","236800","Waikanae Beach","360"
"2018","Statistical Area 2","236900","Peka Peka","340"
"2018","Statistical Area 2","237000","Paraparaumu Beach North","370"
"2018","Statistical Area 2","237100","Paraparaumu Beach West","350"
"2018","Statistical Area 2","237200","Waikanae Park","360"
"2018","Statistical Area 2","237300","Paraparaumu Beach East","360"
"2018","Statistical Area 2","237400","Otaihanga","370"
"2018","Statistical Area 2","237500","Paraparaumu North","400"
"2018","Statistical Area 2","237600","Waikanae West","350"
"2018","Statistical Area 2","237700","Otaki Forks","200"
"2018","Statistical Area 2","237800","Paraparaumu Central","350"
"2018","Statistical Area 2","237900","Maungakotukutuku","240"
"2018","Statistical Area 2","238000","Raumati Beach West","360"
"2018","Statistical Area 2","238100","Waikanae East","350"
"2018","Statistical Area 2","238200","Tararua Forest Park","C"
"2018","Statistical Area 2","238300","Raumati Beach East","350"
"2018","Statistical Area 2","238400","Paraparaumu East","350"
"2018","Statistical Area 2","238500","Raumati South","380"
"2018","Statistical Area 2","238600","Paekakariki","310"
"2018","Statistical Area 2","238700","Mana Island","C"
"2018","Statistical Area 2","238800","Pukerua Bay","410"
"2018","Statistical Area 2","238900","Paekakariki Hill","350"
"2018","Statistical Area 2","239000","Plimmerton","360"
"2018","Statistical Area 2","239100","Titahi Bay North","250"
"2018","Statistical Area 2","239200","Titahi Bay South","210"
"2018","Statistical Area 2","239300","Elsdon-Takapuwahia","200"
"2018","Statistical Area 2","239400","Pauatahanui","320"
"2018","Statistical Area 2","239500","Onepoto","350"
"2018","Statistical Area 2","239600","Camborne","390"
"2018","Statistical Area 2","239700","Inlet Porirua Harbour","C"
"2018","Statistical Area 2","239800","Paremata","380"
"2018","Statistical Area 2","239900","Porirua Central","260"
"2018","Statistical Area 2","240000","Papakowhai","460"
"2018","Statistical Area 2","240100","Aotea","600"
"2018","Statistical Area 2","240200","Postgate","430"
"2018","Statistical Area 2","240300","Ascot Park","280"
"2018","Statistical Area 2","240400","Whitby","450"
"2018","Statistical Area 2","240500","Porirua East","240"
"2018","Statistical Area 2","240600","Endeavour","580"
"2018","Statistical Area 2","240700","Cannons Creek North","180"
"2018","Statistical Area 2","240800","Waitangirua","150"
"2018","Statistical Area 2","240900","Ranui Heights","320"
"2018","Statistical Area 2","241000","Cannons Creek East","140"
"2018","Statistical Area 2","241100","Cannons Creek South","200"
"2018","Statistical Area 2","241200","Akatarawa","280"
"2018","Statistical Area 2","241300","Riverstone Terraces","550"
"2018","Statistical Area 2","241400","Heretaunga","300"
"2018","Statistical Area 2","241500","Birchville-Brown Owl","350"
"2018","Statistical Area 2","241600","Poets Block","350"
"2018","Statistical Area 2","241700","Brentwood (Upper Hutt City)","270"
"2018","Statistical Area 2","241800","Silverstream (Upper Hutt City)","330"
"2018","Statistical Area 2","241900","Elderslea","280"
"2018","Statistical Area 2","242000","Trentham North","270"
"2018","Statistical Area 2","242100","Totara Park","370"
"2018","Statistical Area 2","242200","Trentham South","170"
"2018","Statistical Area 2","242300","Mangaroa","320"
"2018","Statistical Area 2","242400","Ebdentown","270"
"2018","Statistical Area 2","242500","Wallaceville","300"
"2018","Statistical Area 2","242600","Maoribank","320"
"2018","Statistical Area 2","242700","Te Marua","370"
"2018","Statistical Area 2","242800","Pinehaven","400"
"2018","Statistical Area 2","242900","Clouston Park","310"
"2018","Statistical Area 2","243000","Upper Hutt Central","390"
"2018","Statistical Area 2","243100","Belmont Park","370"
"2018","Statistical Area 2","243200","Maungaraki","380"
"2018","Statistical Area 2","243300","Korokoro","430"
"2018","Statistical Area 2","243400","Kelson","390"
